id,year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1,2022,MI,FT,Data Analyst,90000,SGD,65950,SG,50,SG,M
2,2022,MI,FT,AI Scientist,200000,USD,200000,US,100,US,M
3,2022,EN,FT,Machine Learning Developer,180000,USD,180000,US,100,US,L
4,2022,MI,FT,Data Scientist,153000,USD,153000,US,100,US,L
5,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
6,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
7,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M
8,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M
9,2022,MI,FT,Machine Learning Scientist,22800,USD,22800,EG,100,EG,M
10,2022,SE,FT,Data Scientist,160000,USD,160000,US,100,US,L
11,2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L
12,2022,SE,FT,Machine Learning Engineer,202900,USD,202900,US,100,US,L
13,2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L
14,2020,EN,FT,Data Analyst,20000,EUR,22809,PT,100,PT,M
15,2022,EN,FT,Data Analyst,15000,USD,15000,ID,0,ID,L
16,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
17,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
18,2022,SE,FT,Data Science Manager,193000,AUD,138851,AU,100,AU,L
19,2022,EN,FT,Machine Learning Engineer,83000,USD,83000,US,0,US,L
20,,MI,FT,Data Engineer,75000,GBP,97341,GB,100,GB,M
21,,MI,FT,Data Engineer,55000,GBP,71383,GB,100,GB,M
22,2022,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
23,2022,SE,FT,Data Scientist,148800,USD,148800,US,0,US,M
24,2022,SE,FT,Data Analyst,112900,USD,112900,US,0,US,m
25,2022,SE,FT,Data Analyst,90320,USD,90320,US,0,US,m
26,2022,SE,FT,ML Engineer,240000,USD,240000,US,0,US,m
27,2022,SE,FT,ML Engineer,160000,USD,160000,US,0,US,M
28,2022,SE,FT,Data Science Manager,300000,USD,300000,US,100,US,M
29,2022,SE,FT,Data Science Manager,200000,USD,200000,US,100,US,M
30,2022,MI,FT,Data Engineer,62500,EUR,68324,DE,50,DE,S
31,2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L
32,2022,MI,FT,Machine Learning Engineer,95000,GBP,123298,GB,0,GB,M
33,2022,MI,FT,Machine Learning Engineer,75000,GBP,97341,GB,0,GB,XXX
34,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,XXX
35,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,XXX
36,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
37,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M
38,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M
39,2020,EN,FT,Data Scientist,43200,EUR,49268,DE,0,DE,S
40,2022,MI,FT,Data Engineer,90000,GBP,116809,GB,0,GB,M
41,2022,MI,FT,Data Engineer,75000,GBP,97341,GB,0,GB,M
42,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L
43,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L
44,2022,SE,FT,Data Engineer,209100,USD,209100,US,,US,L
45,2022,SE,FT,Data Engineer,154600,USD,154600,US,,US,L
46,2022,SE,FT,Data Analyst,115934,USD,115934,US,,US,M
47,2022,SE,FT,Data Analyst,81666,USD,81666,US,,US,M
48,2022,SE,FT,Data Engineer,175000,USD,175000,US,,US,M
49,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
50,2022,MI,FT,Machine Learning Engineer,80000,EUR,87454,FR,100,DE,M
51,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
52,2022,SE,FT,Data Analyst,25000000000,USD,25000000000,US,0,US,M
53,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
54,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
55,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
56,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
57,2022,MI,FT,ETL Developer,50000,EUR,54659,GR,0,GR,M
58,2022,MI,FT,ETL Developer,50000,EUR,54659,GR,0,GR,M
59,2022,EX,FT,Lead Data Engineer,150000,CAD,117990,CA,100,CA,S
60,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
61,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M
62,2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M
63,2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M
64,2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M
65,2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
66,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
67,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
68,2022,EX,FT,Head of Machine Learning,6000000,INR,78747,IN,50,IN,L
69,2022,EN,FT,Machine Learning Engineer,28500,GBP,36989,GB,100,GB,L
70,2022,SE,FT,Data Engineer,,USD,,US,100,US,L
71,2022,SE,FT,Data Engineer,,USD,,US,100,US,L
72,2022,MI,FT,Data Analyst,,GBP,,GB,100,GB,M
73,2022,MI,FT,Data Analyst,30000,GBP,38936,GB,100,GB,M
74,2022,MI,FT,Data Analyst,40000,EUR,43727,ES,100,ES,M
75,2022,MI,FT,Data Analyst,30000,EUR,3.6E+11,ES,100,ES,M
76,2022,MI,FT,Data Engineer,80000,EUR,87454,ES,100,ES,M
77,2022,MI,FT,Data Engineer,70000,EUR,76522,ES,100,ES,M
78,2022,MI,FT,Data Engineer,80000,GBP,103830,GB,100,GB,M
79,2022,MI,FT,Data Engineer,70000,GBP,90851,GB,100,GB,M
80,2022,MI,FT,Data Engineer,80000,EUR,87454,GR,100,GR,M
81,2022,MI,FT,Data Engineer,70000,EUR,76522,GR,100,GR,M
82,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
83,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
84,2022,MI,FT,Data Analyst,40000,EUR,43727,GR,100,GR,M
85,2022,MI,FT,Data Analyst,30000,EUR,32795,GR,100,GR,M
86,2022,MI,FT,Data Engineer,75000,GBP,97341,GB,100,GB,M
87,2022,MI,FT,Data Engineer,60000,GBP,77873,GB,100,GB,M
88,2022,SE,FT,Data Scientist,3600000000,USD,3600000000,US,0,US,L
89,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
90,2022,MI,FT,Data Engineer,60000,EUR,65591,ES,100,ES,M
91,2022,MI,FT,Data Engineer,45000,EUR,49193,ES,100,ES,M
92,2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M
93,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
94,2022,MI,FT,Data Scientist,55000,GBP,71383,GB,0,GB,M
95,2022,MI,FT,Data Scientist,35000,GBP,45425,GB,0,GB,M
96,2022,MI,FT,Data Engineer,60000,EUR,65591,US,100,GR,M
97,2022,MI,FT,Data Engineer,45000,EUR,49193,GR,100,GR,M
98,2022,MI,FT,Data Engineer,60000,GBP,77873,GB,100,GB,M
99,2022,MI,FT,Data Engineer,45000,GBP,58404,GB,100,GB,M
100,2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,IT,50,IT,L
101,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
102,2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M
103,2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M
104,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,L
105,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,L
106,2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M
107,2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M
108,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
109,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
110,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
111,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
112,2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M
113,2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M
114,2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M
115,2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M
116,2022,MI,FT,Data Scientist,50000,GBP,64894,GB,0,GB,M
117,2022,MI,FT,Data Scientist,30000,GBP,38936,GB,0,GB,M
118,2022,MI,FT,Data Engineer,60000,GBP,77873,GB,0,GB,M
119,2022,MI,FT,Data Engineer,40000,GBP,51915,GB,0,GB,M
120,2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M
121,2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M
122,2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M
123,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
124,2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M
125,2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M
126,2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M
127,2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M
128,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L
129,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L
130,2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M
131,2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M
132,2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M
133,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
134,2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
135,2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M
136,2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
137,2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
138,2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
139,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
140,2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M
141,2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M
142,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M
143,2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M
144,2022,SE,FT,Data Scientist,90000,GBP,116809,GB,0,GB,M
145,2022,SE,FT,Data Scientist,80000,GBP,103830,GB,0,GB,M
146,2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
147,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
148,2022,EN,FT,Data Engineer,40000,GBP,51915,GB,100,GB,M
149,2022,EN,FT,Data Engineer,35000,GBP,45425,GB,100,GB,M
150,2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M
151,2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M
152,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
153,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
154,2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M
155,2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M
156,2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M
157,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
158,2022,SE,FT,Data Engineer,60000,GBP,77873,GB,0,GB,M
159,2022,SE,FT,Data Engineer,50000,GBP,64894,GB,0,GB,M
160,2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M
161,2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M
162,2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M
163,2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M
164,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
165,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
166,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
167,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
168,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L
169,2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L
170,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
171,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M
172,2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M
173,2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M
174,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
175,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
176,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
177,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
178,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
179,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M
180,2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M
181,2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M
182,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M
183,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M
184,2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M
185,2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M
186,2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M
187,2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M
188,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
189,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
190,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L
191,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L
192,2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
193,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
194,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L
195,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
196,2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M
197,2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
198,2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M
199,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
200,2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M
201,2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M
202,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M
203,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M
204,2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,M
205,2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M
206,2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
207,2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M
208,2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M
209,2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M
210,2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
211,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
212,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
213,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
214,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M
215,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
216,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M
217,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M
218,2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M
219,2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M
220,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
221,2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
222,2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M
223,2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M
224,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
225,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
226,2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M
227,2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M
228,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
229,2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M
230,2022,MI,FT,Data Analyst,50000,GBP,64894,GB,0,GB,M
231,2022,MI,FT,Data Analyst,35000,GBP,45425,GB,0,GB,M
232,2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
233,2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
234,2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
235,2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
236,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
237,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
238,2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M
239,2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
240,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
241,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
242,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
243,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
244,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M
245,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M
246,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M
247,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M
248,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
249,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
250,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
251,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
252,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
253,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
254,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
255,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
256,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
257,2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M
258,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
259,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
260,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M
261,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M
262,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
263,2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M
264,2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M
265,2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M
266,2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M
267,2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M
268,2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
269,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
270,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
271,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
272,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
273,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
274,2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
275,2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
276,2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
277,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
278,2022,MI,FT,Data Scientist,140000,GBP,181703,GB,0,GB,M
279,2022,MI,FT,Data Scientist,70000,GBP,90851,GB,0,GB,M
280,2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
281,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M
282,2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
283,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
284,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S
285,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
286,2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M
287,2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M
288,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
289,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
290,2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
291,2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M
292,2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
293,2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
294,2022,MI,FT,Machine Learning Developer,100000,CAD,78660,CA,100,CA,M
295,2020,SE,FT,Machine Learning Manager,157000,CAD,117104,CA,50,CA,L
296,2022,EX,FT,Director of Data Science,250000,CAD,196650,CA,50,CA,L
297,2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S
298,2022,MI,FT,NLP Engineer,240000,CNY,37047,US,50,US,L
299,2022,MI,FT,Business Data Analyst,1400000,INR,18374,IN,100,IN,M
300,2022,MI,FT,Data Scientist,2400000,INR,31498,IN,100,IN,L
301,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,57938,PT,50,PT,L
302,2022,MI,PT,Data Engineer,50000,EUR,54659,DE,50,DE,L
303,2022,EN,FT,Data Scientist,1400000,INR,18374,IN,100,IN,M
304,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L
305,2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,100,US,L
306,2022,MI,FT,Business Data Analyst,90000,CAD,70794,CA,50,CA,L
307,2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S
308,2022,SE,FT,Machine Learning Engineer,65000,EUR,71056,IE,100,IE,S
309,2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L
310,2022,MI,FT,Data Scientist,88000,CAD,69221,CA,100,CA,M
311,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M
312,2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
313,2021,SE,FT,Head of Data,87000,EUR,102839,SI,100,SI,L
314,2022,SE,FT,Head of Data,200000,USD,200000,MY,100,US,M
315,2022,EN,FT,Data Scientist,66500,CAD,52309,CA,100,CA,L
316,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
317,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
318,2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
319,2022,MI,FT,Machine Learning Engineer,121000,AUD,87052,AU,100,AU,L
320,2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L
321,2022,MI,FT,Head of Data,30000,EUR,32795,EE,100,EE,S
322,2022,SE,FT,Machine Learning Engineer,57000,EUR,62311,NL,100,NL,L
323,2020,EN,FT,Data Engineer,48000,EUR,54742,PK,100,DE,L
324,2022,SE,FT,Research Scientist,85000,EUR,92920,FR,50,FR,L
325,2022,EN,FT,Data Scientist,120000,AUD,86332,AU,50,AU,M
326,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
327,2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M
328,2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
