id,year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
329,2022,SE,FT,Machine Learning Developer,100000,CAD,78660,CA,100,CA,M
330,2022,MI,FT,Data Scientist,150000,PLN,35372,PL,100,PL,L
331,2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,100,CA,S
332,2020,MI,FT,Product Data Analyst,20000,USD,20000,HN,0,HN,S
333,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31702,TN,100,CZ,M
334,2021,MI,FT,Research Scientist,69999,USD,69999,CZ,50,CZ,L
335,2022,EN,FT,Data Engineer,52800,EUR,57720,PK,100,DE,M
336,2022,MI,FT,Research Scientist,59000,EUR,64497,AT,0,AT,L
337,2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M
338,2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L
339,2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L
340,2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L
341,2021,SE,FT,Data Engineering Manager,150000,USD,150000,US,0,US,L
342,2021,SE,FT,Data Science Manager,240000,USD,240000,US,0,US,L
343,2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L
344,2021,EN,FT,Data Scientist,80000,USD,80000,US,100,US,M
345,2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L
346,2022,MI,FT,Data Scientist,115000,CHF,121787,CH,0,CH,L
347,2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L
348,2022,MI,FT,Data Engineer,62000,EUR,67777,FR,100,FR,M
349,2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S
350,2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M
351,2021,SE,FT,Principal Data Scientist,220000,USD,220000,US,0,US,L
352,2021,MI,FT,ML Engineer,8500000,JPY,77364,JP,50,JP,S
353,2021,MI,FT,ML Engineer,7000000,JPY,63711,JP,50,JP,S
354,2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S
355,2021,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M
356,2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M
357,2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S
358,2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M
359,2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
360,2022,SE,FT,Principal Data Scientist,148000,EUR,161791,DE,100,DE,M
361,2021,SE,FT,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M
362,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M
363,2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L
364,2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,S
365,2021,EN,FT,Data Scientist,42000,EUR,49646,FR,50,FR,M
366,2021,SE,FT,Lead Data Scientist,3000000,INR,40570,IN,50,IN,L
367,2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M
368,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87454,DE,0,DE,M
369,2021,EN,FT,Machine Learning Engineer,20000,USD,20000,IN,100,IN,S
370,2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,M
371,2021,MI,FT,Data Scientist,700000,INR,9466,IN,0,IN,S
372,2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50,US,S
373,2021,EN,PT,Data Analyst,8760,EUR,10354,ES,50,ES,M
374,2021,EN,FT,Applied Data Scientist,80000,GBP,110037,GB,0,GB,L
375,2022,EN,FT,ML Engineer,20000,EUR,21863,PT,100,PT,L
376,2021,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M
377,2021,SE,FT,Principal Data Engineer,200000,USD,200000,US,100,US,M
378,2021,MI,FT,Big Data Engineer,60000,USD,60000,ES,50,RO,M
379,2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L
380,2021,EN,FT,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S
381,2021,MI,FT,Data Engineer,100000,USD,100000,US,100,US,L
382,2021,SE,FT,Machine Learning Engineer,70000,EUR,82744,BE,50,BE,M
383,2020,MI,FT,Data Engineering Manager,51999,EUR,59303,DE,100,DE,S
384,2021,MI,FT,Research Scientist,53000,EUR,62649,FR,50,FR,M
385,2021,MI,FT,Data Engineer,60000,GBP,82528,GB,100,GB,L
386,2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L
387,2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L
388,2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S
389,2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,L
390,2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L
391,2020,EN,FT,Big Data Engineer,70000,USD,70000,US,100,US,L
392,2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,M
393,2021,EN,FT,Data Science Consultant,54000,EUR,63831,DE,50,DE,L
394,2020,SE,FT,Data Scientist,60000,EUR,68428,GR,100,US,L
395,2021,EX,FT,Head of Data Science,85000,USD,85000,RU,0,RU,M
396,2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L
397,2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,S
398,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M
399,2020,MI,FT,Research Scientist,450000,USD,450000,US,0,US,M
400,2020,MI,FT,Data Analyst,41000,EUR,46759,FR,50,FR,L
401,2020,MI,FT,Data Engineer,65000,EUR,74130,AT,50,AT,L
402,2021,SE,FT,Data Science Engineer,159500,CAD,127221,CA,50,CA,L
403,2021,SE,FT,Data Science Manager,144000,USD,144000,US,100,US,L
404,2021,EN,FT,Data Scientist,13400,USD,13400,UA,100,UA,L
405,2021,MI,FT,Data Scientist,95000,CAD,75774,CA,100,CA,L
406,2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
407,2020,MI,FT,Data Science Consultant,103000,USD,103000,US,100,US,L
408,2021,SE,FT,Data Engineering Manager,153000,USD,153000,US,100,US,L
409,2021,MI,FT,Data Engineer,90000,USD,90000,US,100,US,L
410,2021,EN,FT,Data Analyst,90000,USD,90000,US,100,US,S
411,2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S
412,2021,MI,FT,Data Scientist,50000,USD,50000,NG,100,NG,L
413,2021,EN,PT,AI Scientist,12000,USD,12000,PK,100,US,M
414,2021,MI,PT,3D Computer Vision Researcher,400000,INR,5409,IN,50,IN,M
415,2021,MI,CT,ML Engineer,270000,USD,270000,US,100,US,L
416,2021,MI,FT,Applied Data Scientist,68000,CAD,54238,GB,50,CA,L
417,2021,MI,FT,Machine Learning Engineer,40000,EUR,47282,ES,100,ES,S
418,2021,EX,FT,Director of Data Science,130000,EUR,153667,IT,100,PL,L
419,2021,MI,FT,Data Engineer,110000,PLN,28476,PL,100,PL,L
420,2021,MI,FT,Data Analytics Engineer,110000,USD,110000,US,100,US,L
421,2021,EN,FT,Research Scientist,60000,GBP,82528,GB,50,GB,L
422,2020,EN,FT,Machine Learning Engineer,250000,USD,250000,US,50,US,L
423,2021,EN,FT,Data Analyst,50000,EUR,59102,FR,50,FR,M
424,2021,SE,FT,Data Analyst,80000,USD,80000,BG,100,US,S
425,2020,EN,FT,Data Analyst,10000,USD,10000,NG,100,NG,S
426,2020,EN,FT,Machine Learning Engineer,138000,USD,138000,US,100,US,S
427,2021,MI,FT,Data Engineer,140000,USD,140000,US,100,US,L
428,2021,SE,FT,Data Analytics Engineer,67000,EUR,79197,DE,100,DE,L
429,2021,SE,FT,Lead Data Analyst,170000,USD,170000,US,100,US,L
430,2021,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
431,2020,MI,FT,Data Scientist,45760,USD,45760,PH,100,US,S
432,2021,MI,FT,BI Data Analyst,100000,USD,100000,US,100,US,M
433,2021,SE,FT,Data Scientist,45000,EUR,53192,FR,50,FR,L
434,2021,EX,FT,Head of Data,235000,USD,235000,US,100,US,L
435,2021,EX,FT,BI Data Analyst,150000,USD,150000,IN,100,US,L
436,2020,EX,FT,Data Engineering Manager,70000,EUR,79833,ES,50,ES,L
437,2021,EN,FT,Machine Learning Scientist,225000,USD,225000,US,100,US,L
438,2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,100,DE,S
439,2020,MI,FT,Machine Learning Infrastructure Engineer,44000,EUR,50180,PT,0,PT,M
440,2021,SE,FT,Marketing Data Analyst,75000,EUR,88654,GR,100,DK,L
441,2021,SE,FT,Lead Data Engineer,75000,GBP,103160,GB,100,GB,S
442,2021,SE,FT,Director of Data Engineering,82500,GBP,113476,GB,100,GB,M
443,2021,SE,FT,Machine Learning Engineer,80000,EUR,94564,DE,50,DE,L
444,2021,EN,FT,Data Engineer,2250000,INR,30428,IN,100,IN,L
445,2021,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
446,2021,SE,FT,Data Engineer,115000,USD,115000,US,100,US,S
447,2021,MI,FT,Research Scientist,235000,CAD,187442,CA,100,CA,L
448,2021,MI,FT,Data Analyst,37456,GBP,51519,GB,50,GB,L
449,2020,MI,FT,Data Engineer,106000,USD,106000,US,100,US,L
450,2020,MI,FT,Data Engineer,88000,GBP,112872,GB,50,GB,L
451,2021,MI,FT,,11000000,HUF,36259,HU,50,US,L
452,2021,SE,FT,,150000,USD,150000,US,100,US,L
453,2020,EN,PT,,14000,EUR,15966,DE,100,DE,S
454,2021,MI,FT,,81000,EUR,95746,DE,100,US,S
455,2021,EN,FT,Computer Vision Software Engineer,70000,USD,70000,US,100,US,M
456,2021,MI,FT,Financial Data Analyst,450000,USD,450000,US,100,US,L
457,2020,MI,FT,Data Scientist,60000,GBP,76958,GB,100,GB,S
458,2021,MI,FT,Cloud Data Engineer,120000,SGD,89294,SG,50,SG,L
459,2021,EN,FT,Data Scientist,2200000,INR,29751,IN,50,IN,L
460,2021,SE,FT,Lead Data Engineer,276000,USD,276000,US,0,US,L
461,2020,SE,FT,Data Engineer,188000,USD,188000,US,100,US,L
462,2021,SE,FT,Cloud Data Engineer,160000,USD,160000,BR,100,US,S
463,2020,MI,FT,Data Scientist,105000,USD,105000,US,100,US,L
464,2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L
465,2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,L
466,2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L
467,2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M
468,2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L
469,2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S
470,2020,MI,FT,Data Engineer,61500,EUR,70139,FR,50,FR,L
471,2020,EN,FT,Data Analyst,450000,INR,6072,IN,0,IN,S
472,2020,SE,FT,Data Engineer,720000,MXN,33511,MX,0,MX,S
473,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M
474,2021,SE,FT,Data Engineer,70000,GBP,96282,GB,50,GB,L
475,2021,MI,FT,Data Engineer,108000,TRY,12103,TR,0,TR,M
476,2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,L
477,2021,MI,FT,Data Engineer,52500,GBP,72212,GB,50,GB,L
478,2020,EN,FT,Data Analyst,91000,USD,91000,US,100,US,L
479,2021,SE,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,M
480,2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L
481,2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L
482,2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L
483,2021,EN,FT,Data Engineer,sdfjaos,INR,asedlkfjksejdh,IN,50,IN,M
484,2020,EN,FT,Research Scientist,42000,USD,42000,NL,50,NL,L
485,2020,MI,FT,Lead Data Scientist,115000,USD,115000,AE,0,AE,L
486,2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M
487,2020,SE,FT,Machine Learning Scientist,260000,USD,260000,JP,0,JP,S
488,2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,S
489,2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L
490,2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L
491,2020,SE,FT,Big Data Engineer,85000,GBP,109024,GB,50,GB,M
492,2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L
493,2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S
494,2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L
495,2020,MI,FT,Data Scientist,70000,EUR,79833,DE,0,DE,L
496,2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L
497,2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L
498,2021,MI,PT,Data Engineer,59000,EUR,69741,NL,100,NL,L
499,2021,EN,FT,Research Scientist,100000,USD,100000,JE,0,CN,L
500,2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L
501,2020,SE,FT,Machine Learning Engineer,150000,USD,150000,US,50,US,L
502,2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L
503,2021,SE,FT,AI Scientist,55000,USD,55000,ES,100,ES,L
504,2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L
505,2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
506,2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M
507,2021,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,S
508,2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,L
509,2021,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M
510,2020,EN,FT,Data Analyst,72000,USD,72000,US,100,US,L
511,2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,M
512,2021,MI,FT,Data Engineer,250000,TRY,28016,TR,100,TR,M
513,2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,M
514,2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,M
515,2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S
516,2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S
517,2021,SE,FT,Machine Learning Engineer,4900000,INR,66265,IN,0,IN,L
518,2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S
519,2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L
520,2020,SE,FT,Lead Data Scientist,190000,USD,190000,US,100,US,S
521,2021,EX,FT,Director of Data Science,120000,EUR,141846,DE,0,DE,L
522,2021,EN,FT,Big Data Engineer,1200000,INR,16228,IN,100,IN,L
523,2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M
524,2020,MI,FT,Data Scientist,11000000,HUF,35735,HU,50,HU,L
525,2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L
526,2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,M
527,2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,L
528,2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,IN,100,IN,L
529,2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S
530,2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L
531,2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L
532,2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L
533,2020,MI,FT,Business Data Analyst,135000,USD,135000,US,100,US,L
534,2021,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,M
535,2020,SE,FT,Lead Data Engineer,125000,USD,125000,NZ,50,NZ,S
536,2020,EN,FT,Data Scientist,45000,EUR,51321,FR,0,FR,S
537,2020,MI,FT,Data Scientist,3000000,INR,40481,IN,0,IN,L
538,2021,EX,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,S
539,2021,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,M
540,2021,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,M
541,2020,EN,FT,Data Scientist,35000,EUR,39916,FR,0,FR,M
542,2020,MI,FT,Lead Data Analyst,87000,USD,87000,US,100,US,L
543,2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,L
544,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
545,2021,MI,FT,Big Data Engineer,1672000,INR,22611,IN,0,IN,L
546,2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S
547,2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S
548,2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,L
549,2021,MI,FT,Data Scientist,58000,MXN,2859,MX,0,MX,S
550,2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S
551,2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M
552,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M
553,2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L
554,2020,MI,FT,Data Analyst,85000,USD,85000,US,100,US,L
555,2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S
556,2021,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,L
557,2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,L
558,2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,M
559,2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,L
560,2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,L
561,2020,MI,FT,Data Analyst,8000,USD,8000,PK,50,PK,L
562,2020,EN,FT,Data Engineer,4450000,JPY,41689,JP,100,JP,S
563,2020,SE,FT,Big Data Engineer,100000,EUR,114047,PL,100,GB,S
564,2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,M
565,2020,EN,FT,Data Science Consultant,423000,INR,5707,IN,50,IN,M
566,2020,MI,FT,Lead Data Engineer,56000,USD,56000,PT,100,US,M
567,2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,DK,50,DK,S
568,2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L
569,2020,MI,FT,Machine Learning Engineer,299000,CNY,43331,CN,0,CN,M
570,2020,MI,FT,Product Data Analyst,450000,INR,6072,IN,100,IN,L
571,2020,SE,FT,Data Engineer,42000,EUR,47899,GR,50,GR,L
572,2020,MI,FT,BI Data Analyst,98000,USD,98000,US,0,US,M
573,2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,S
574,2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,S
575,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,L
576,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L
577,2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L
578,2020,EX,FT,Director of Data Science,325000,USD,325000,US,100,US,L
579,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L
580,2020,EN,FT,AI Scientist,300000,DKK,45896,DK,50,DK,S
581,2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L
582,2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S
583,2021,MI,FT,Data Science Engineer,34000,EUR,40189,GR,100,GR,M
584,2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L
585,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S
586,2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M
587,2021,EN,FT,Big Data Engineer,435000,INR,5882,IN,0,CH,L
588,2020,MI,FT,Data Scientist,37000,EUR,42197,FR,50,FR,S
589,2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L
590,2020,EN,FT,Data Scientist,55000,EUR,62726,DE,50,DE,S
591,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
592,2020,EN,PT,Data Scientist,19000,EUR,21669,IT,50,IT,S
593,2020,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L
594,2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L
595,2020,SE,FT,Data Scientist,120000,USD,120000,US,50,US,L
596,2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,S
597,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,L
598,2021,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,M
599,2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,S
600,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S
601,2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L
602,2021,MI,FT,Big Data Engineer,18000,USD,18000,MD,0,MD,S
603,2020,SE,FL,Computer Vision Engineer,60000,USD,60000,RU,100,US,S
604,2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L
605,2021,SE,FT,Computer Vision Engineer,102000,BRL,18907,BR,0,BR,M
606,2021,EN,FT,Business Data Analyst,50000,EUR,59102,LU,100,LU,L
607,2021,SE,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,M
608,2020,SE,FT,Principal Data Scientist,130000,EUR,148261,DE,100,DE,M
609,2020,MI,FT,Data Scientist,34000,EUR,38776,ES,100,ES,M
610,2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M
611,2021,EN,FT,Data Scientist,4000,USD,4000,VN,0,VN,M
612,2021,EN,FT,AI Scientist,1335000,INR,18053,IN,100,AS,S
613,2020,SE,FT,Data Scientist,80000,EUR,91237,AT,0,AT,S
614,2020,MI,FT,Data Scientist,55000,EUR,62726,FR,50,LU,S
615,2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L
616,2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L
617,2021,MI,FT,Lead Data Analyst,1450000,INR,19609,IN,100,IN,L
618,2021,EN,PT,AI Scientist,12000,USD,12000,BR,100,US,S
619,2021,MI,FT,Data Analyst,75000,USD,75000,US,0,US,L
620,2021,MI,FT,Data Analyst,62000,USD,62000,US,0,US,L
621,2021,MI,FT,Data Scientist,73000,USD,73000,US,0,US,L
622,2021,MI,FT,Data Engineer,38400,EUR,45391,NL,100,NL,L
623,2020,SE,FT,Data Science Manager,190200,USD,190200,US,100,US,M
624,2020,MI,FT,Data Scientist,118000,USD,118000,US,100,US,M
625,2020,MI,FT,Data Scientist,138350,USD,138350,US,100,US,M
626,2020,MI,FT,Data Engineer,130800,USD,130800,ES,100,US,M
627,2020,SE,FT,Machine Learning Engineer,40000,EUR,45618,HR,100,HR,S
628,2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,S
629,2021,MI,FT,Data Scientist,160000,SGD,119059,SG,100,IL,M
630,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L
631,2021,MI,FT,Data Engineer,24000,EUR,28369,MT,50,MT,L
632,2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L
633,2020,SE,FT,Data Scientist,412000,USD,412000,US,100,US,L
634,2021,MI,FT,Principal Data Scientist,151000,USD,151000,US,100,US,L
635,2020,EN,FT,Data Scientist,105000,USD,105000,US,100,US,S
636,2020,EN,CT,Business Data Analyst,100000,USD,100000,US,100,US,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
637,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
